"","text","created_at","label"
"25","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for kids 5-11 years old.

📅 Dec. 6- 10am-6pm
📍 Donevan Recreation Complex, Oshawa https://t.co/FM1EFV2aD5",2021-12-02 16:34:05,0
"26","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 5- 10am-6pm
📍 Courtice Community Complex https://t.co/dOlfXFnKu1",2021-12-05 13:09:01,0
"27","💻 Join our Virtual Town Hall Thurs. Dec. 2 - 8-9:30pm. 

Parents &amp; caregivers of kids 5-11 years old can ask questions about the paediatric #COVID19 Pfizer vaccine with our expert panel of speakers.💉 

No registration. Email questions: healthtownhall@durham.ca https://t.co/VSfZ5j34xb",2021-11-30 16:25:26,0
"28","@christieTOA @LakeridgeHealth @PublicHealthON When possible, children 5 to 11-years old shouldn’t receive the Pfizer-BioNTech Comirnaty vaccine 14 days before or 14 days after other vaccines. Thanks",2021-11-30 16:34:38,0
"29","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st or 2nd dose. 3rd dose for eligible populations. 1st dose for 5-11 year olds.

📅 Nov. 28 - 10am-6pm
📍 Bowmanville Mall, 243 King St. E. https://t.co/XlNmd5Unrw",2021-11-27 16:18:01,0
"30","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 5- 10am-6pm
📍 Courtice Community Complex https://t.co/LMO88STERd",2021-12-03 16:09:03,0
"31","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 6- 10am-6pm
📍 Donevan Rec Complex, Oshawa https://t.co/tUTbZWHlg4",2021-12-05 17:15:01,0
"32","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 

Open to Durham residents 12+ (youth born in 2009) for 1st or 2nd dose. 3rd dose for eligible populations. 1st dose for kids ages 5-11.

📅 Nov. 30- 10am-6pm
📍 Pickering Town Centre, 1355 Kingston Rd. https://t.co/FlLB27wznn",2021-11-29 13:32:27,0
"33","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 5- 10am-6pm
📍 Courtice Community Complex https://t.co/NBdTN5A3n1",2021-12-04 16:09:01,0
"34","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for kids 5-11.

📅 Nov. 27 - 10am-6pm
📍 Zehrs Great Food, 323 Toronto St., Uxbridge https://t.co/o1HrnW1NlB",2021-11-27 13:35:01,0
"35","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 

Open to Durham residents 12+ (youth born in 2009) for 1st or 2nd dose. 3rd dose for eligible populations. 1st dose for kids ages 5-11.

📅 Nov. 30- 10am-6pm
📍 Pickering Town Centre, 1355 Kingston Rd. https://t.co/dT6PDSVktl",2021-11-28 19:21:01,0
"36","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 6- 10am-6pm
📍 Donevan Rec Complex, Oshawa https://t.co/BL6heqXAlS",2021-12-04 17:15:02,0
"37","Check out this #COVID19 Pfizer &amp; Moderna vaccine pop-up walk-in clinic.  💉 

Open to all #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations.

📅 Dec. 7 - 10am-4pm
📍 Newcastle United Church, 84 Mill St. S., Newcastle https://t.co/6fItcIEEDV",2021-12-04 18:12:01,0
"38","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic.💉 

Open to #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations. 1st dose for children 5-11 years old.

📅 Dec. 5- 10am-6pm
📍 Courtice Community Complex https://t.co/lzQgQpiAsx",2021-12-01 15:55:33,0
"39","Check out this #COVID19 Pfizer @ONgov GO-VAXX mobile walk-in vaccine clinic. 

Open to Durham residents 12+ (youth born in 2009) for 1st or 2nd dose. 3rd dose for eligible populations. 1st dose for kids ages 5-11.

📅 Nov. 30- 10am-6pm
📍 Pickering Town Centre, 1355 Kingston Rd. https://t.co/QoNDrZdOe3",2021-11-30 14:09:30,0
"40","Revealing the number 1 project on our #MIP2021 Top 50 list: the mRNA #COVID19 vaccine. Learn how collaboration and #innovation fueled @BioNTech_Group, @pfizer and @moderna_tx to deliver their solution to the public in under a year: https://t.co/lf4Vs09Pt7 #projectmanagement https://t.co/2HX3jbuKPq",2021-12-05 18:00:26,0
"41","@Mike_Mitchell72 Pfizer has NO side effects, and that goes for me and my dad. It’s a vaccine meant to save lives. Stock options or prices don’t have a thing to do with it. The last thing I think about before getting a vaccine is if the congress likes its stock.",2021-12-05 17:54:10,0
"42","In a statement sent to the Bulletin, Pfizer said that if research shows the omicron variant escapes the protection of its vaccine, it could “produce a tailor-made vaccine against that variant in approximately 100 days, subject to regulatory approval.” https://t.co/nMzCwgQxlZ https://t.co/Tjt8eMkdXm",2021-12-03 18:00:29,0
"43","In a statement sent to the Bulletin, Pfizer said that if research shows the omicron variant escapes the protection of its vaccine, it could “produce a tailor-made vaccine against that variant in approximately 100 days, subject to regulatory approval.” https://t.co/nMzCwgQxlZ https://t.co/s3LBr6mzvw",2021-12-05 17:30:02,0
"44","#Pfizer said it expects to have more data by end of year on whether #COVID19 vaccine can be administered to children under 5
 
https://t.co/7fKP11FL6B https://t.co/4m7w4LfNS9",2021-12-05 17:30:00,0
"45","I got my Pfizer booster (third jab). The healthcare center in Mountain View where I got it was having “kids’ day” for  vaccination — dozens of children were there with their parents to get their first vaccine shot. 99% of the kids were super brave — no crying, etc.",2021-12-05 17:23:24,0
"46","#Omicron variant? More like the #Pfizer variant.

Deadly new mutations in the Covid-19 virus are yet more evidence of the dangers of global vaccine inequity and the decisions by many wealthy governments to put pharma profits before human lives. https://t.co/vqi2wdi1FN",2021-12-05 17:05:03,0
"47","I apologize to @ScottGottliebMD but we need a capitalism that works for people, not board members and shareholders of @pfizer. Economist Marianne Mazzacuto was onto something last October: we got to ""use this crisis to change our ways.""  2/ https://t.co/9qYOurPByq",2021-12-05 16:46:45,0
"48","If you are age 18 or older, received the one-dose Johnson &amp; Johnson #COVID19 vaccine at least two months ago, or the two-dose Pfizer or Moderna vaccine at least six months ago, you are now eligible for a booster dose. Learn more at https://t.co/lA1N2NC8F0. https://t.co/fgw1i6AMP8",2021-12-03 23:10:00,0
"49","If you are age 18 or older, and you received the Johnson &amp; Johnson vaccine at least two months ago, or it's been six months since your second dose of Moderna or Pfizer, you are now eligible for a booster dose. Learn more at https://t.co/lA1N2NTK3A. https://t.co/m2WguBprAw",2021-12-04 15:15:00,0
"50","If you are age 18 or older, you are currently eligible to receive a booster dose of #COVID19 vaccine if:
▪️ You received the Johnson &amp; Johnson vaccine on or before October 5
▪️ You received a second dose of Moderna or Pfizer on or before June 4

More: https://t.co/lA1N2NTK3A https://t.co/tnQcT6ZDPI",2021-12-05 16:34:00,0
"51","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic this weekend ⤵️

📍 Matthew Boulton College, B4 7PS
🗓️ 28 November
🕙 10am to 4pm
💉 Pfizer and Moderna jabs
🙋 Ages 16+

➡️ Find more details and more walk-in clinics here: https://t.co/V1p6rluem7 https://t.co/PJ2E44tA7N",2021-11-28 08:30:01,0
"52","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Fort Shopping Park, B24 9FP
🗓️ 5 December
🕥 10:30am to 4pm
💉 Pfizer, Ages 16+

Find more details and more locations here: https://t.co/kONYFA1Hcs https://t.co/R0pK8GolY2",2021-12-05 08:30:01,0
"53","Need your first, second or booster dose of the COVID-19 vaccine? Visit a walk-in 
clinic ⤵️

📍 Hall Green Library, B28 9AD
🗓️ 2 December
🕥 10:30am to 4pm
💉 Pfizer jabs, Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/UyCr6W7WIV",2021-11-30 16:30:05,0
"54","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 Green Lane Mosque, B9 5DB
🗓️ 29 November - 2 December
🕘 9am to 3:45pm
💉 Pfizer and Moderna
🙋 Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/FavJtR95zj",2021-11-29 09:30:01,0
"55","This weekend, get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 Fort Shopping Park, B24 9FP
🗓️ 4 Dec, 9:30am to 4pm
🗓️ 5 Dec, 10:30am to 4pm
💉 Pfizer, Ages 16+

Find more details and more walk-in clinics here: https://t.co/kONYFA1Hcs https://t.co/OilLw6YmX6",2021-12-04 08:30:02,0
"56","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 Kingstanding Circle Surgery, B44 0UY
🗓️ 2 Dec, 1pm to 5pm
🗓️ 4 Dec, 8am to 2pm
💉 Pfizer jabs, Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/cs4X0RJ4A0",2021-12-01 12:30:05,0
"57","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 94 High Street, Solihull, B91 3TA
🗓️ Open daily
🕗 8am to 6pm
💉 Pfizer and AstraZeneca
🙋 Ages 16+

Find more details and more walk-in clinics here: https://t.co/kONYFA1Hcs #SolihullHour https://t.co/wwvRCO4NYU",2021-11-30 19:30:05,0
"58","Get your COVID-19 vaccine at a walk-in clinic. Locations include ⤵️

📍 Moseley Community Hub, B12 9AH
🗓️ 29 Nov - 3 Dec
🕘 9am to 12pm
🕝 2:30pm to 6:30pm
💉 Pfizer and Moderna
🙋 Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/RoYQlsz8iV",2021-11-29 16:30:05,0
"59","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 Nechells Pharmacy B7 5PR
🗓️ 1 - 4 December
🕤 9:30am to 6:15pm
💉 Pfizer and Moderna
🙋 Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/2PKdMfVkG4",2021-12-01 16:30:04,0
"60","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Hall Green Library, B28 9AD
🗓️ 2 Dec, 10:30am to 4pm
🗓️ 3 Dec, 9:30am to 4pm
💉 Pfizer, Ages 16+

Find more details and more locations: https://t.co/kONYFA1Hcs https://t.co/AxRLg5HzYG",2021-12-02 09:30:03,0
"61","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Saydon Pharmacy, B10 0UF
🗓️ 6-10 December
🕘 9am to 6:30pm
💉 Pfizer, Ages 16+

Find more details and more walk-in clinics here: https://t.co/kONYFA1Hcs https://t.co/hCbPtAvVPx",2021-12-05 16:30:02,0
"62","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Nechells Pharmacy, B7 5PR
🗓️ 4 December
🕤 9:30am to 6:15pm
💉 Pfizer and Moderna
🙋 Ages 16+

Find more details and more locations here: https://t.co/kONYFA1Hcs https://t.co/txbEDdJDOw",2021-12-04 12:30:02,0
"63","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic this weekend ⤵️

📍 Matthew Boulton College, B4 7PS
🗓️ 4 December
🕙 10am to 4:30pm
💉 Pfizer, Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/LarrNtoRst",2021-12-03 12:30:02,0
"64","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic this weekend ⤵️

📍 94 High Street, Solihull, B91 3TA
🗓️ Open daily
🕗 8am to 6pm
💉 Pfizer and AstraZeneca
🙋 Ages 16+

Find more details and more walk-in clinics here: https://t.co/kONYFA1Hcs https://t.co/joQQW9H9Fb",2021-12-04 16:30:02,0
"65","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in clinic ⤵️

📍 Ward End Library, B8 2HF
🗓️ 6 December
🕤 9:30am to 4pm
💉 Pfizer, Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/DDRo6rLxRa",2021-12-05 12:30:02,0
"66","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Washwood Heath, B8 3SW
🗓️ 3 December
🕒 3pm to 6:30pm
💉 Pfizer and AstraZeneca
🙋 Ages 16+

Find more details and more locations here: https://t.co/kONYFA1Hcs https://t.co/AX56pzONUf",2021-12-03 09:30:04,0
"67","Need your first, second or booster dose of the COVID-19 vaccine? Visit a walk-in 
clinic ⤵️

📍 Matthew Boulton College, B4 7PS
🗓️ 30 Nov - 3 Dec
🕙 10am to 6pm
💉 Pfizer and Moderna
🙋 Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/XBlGZOlEud",2021-11-30 09:30:02,0
"68","Are you eligible for your first, second or booster dose of the COVID-19 vaccine? Grab a jab at a walk-in clinic ⤵️

📍 Masjid Al Falaah, B6 6AL
🗓️ 3 December
🕤 9:30am to 4pm
💉 Pfizer, Ages 16+

Find more details and more walk-in vaccination clinics here: https://t.co/kONYFA1Hcs https://t.co/vnIeWznwWB",2021-12-02 16:30:03,0
"69","Get your first, second or booster dose of the COVID-19 vaccine at a walk-in vaccination clinic this weekend ⤵️

📍 Swan Shopping Centre, B25 8UJ
🗓️ 27-28 Nov
🕥 10:30am to 4pm
💉 Pfizer jabs, Ages 16+

➡️ Find more details and more walk-in clinics here: https://t.co/V1p6rluem7 https://t.co/EwT65bKhk0",2021-11-27 12:30:02,0
"70","Scotland, #DeltaVariant vs @pfizer or @AstraZeneca 
""Among those who were 40 to 59 years of age, #vaccine effectiveness (VE) against death from #Covid19 was 88% for [AZ vax] and 95% [for Pfizer].""
For &gt;60-yr-olds VE = 90% for AZ &amp; 87% for Pfizer.
https://t.co/xn3jkSXjvr",2021-12-02 00:53:47,0
"71","Mystifying comment. @pfizer Board of Directors memb @ScottGottliebMD says it's OK to keep using vaccines made from orig. 2019 Wuhan form of #SARSCoV2 -- a form no longer in circulation. Pfizer promised in 2020 that it's mRNA #vaccine would ""easily"" be adjusted to mutant viruses. https://t.co/WrhdGc3tq0",2021-12-05 16:22:08,0
"72","In contrast to @moderna_tx CEO &amp; @pfizer statements, this from @Bob_Wachter is helpful, and is based on what data we actually have so far on #OmicronVariant . Thanks, Bob.
Bottom line: Get your full gamut of #COVID19 #vaccine shots ASAP. https://t.co/JEKYY6aiCC",2021-11-30 16:29:24,0
"73","Be clear, Folks: So far, this is ALL speculation. So is this, from @pfizer board member @ScottGottliebMD :
“There’s a reasonable degree of confidence in vaccine circles that w/at least three doses . . . the patient is going to have fairly good protection against this variant.”",2021-11-30 16:25:30,0
"74","With @potus pushing for no more lockdowns, does the administration need to look at getting vaccine manufactures to chase COVID mutations?

@ScottGottliebMD says companies like Pfizer are already doing that but recommends sticking with the ""ancestral strain"" as long as possible. https://t.co/yYqH8crRIw",2021-12-05 15:50:33,0
"75","@MONTANAof300 ""While both vaccines are highly effective in offering protection against the virus, the Moderna vaccine is slightly better, the study claims."" https://t.co/wsfirMfiio",2021-12-05 15:47:02,0
"76","Australian regulator approves Pfizer vaccine for children aged 5-11 https://t.co/sC8KkNoova",2021-12-05 15:45:45,0
"77","Pfizer indicates it can produce a vaccine against the Omicron variant in about 100 days
https://t.co/itChiREtxB",2021-11-27 11:00:57,0
"78","Covid vaccine boosters will likely be needed every year, head of Pfizer says https://t.co/dls96b4kK5",2021-12-02 08:49:33,0
"79","JUST IN - BioNTech and Pfizer's developed COVID-19 vaccine will likely offer strong protection against any severe disease from the new Omicron virus variant, BioNTech's Chief Executive said.",2021-11-30 17:27:06,0
"80","NEW 🚨 Pfizer Boss, Dr. Fauci say vaccine shots may be needed every year https://t.co/pajbd1FO2C",2021-12-02 16:37:35,0
"81","NEW 🚨 Pfizer Boss, Dr. Fauci say vaccine shots may be needed every year https://t.co/pajbd1FO2C",2021-12-03 12:46:33,0
"82","ICYMI 🚨 Pfizer Boss, Dr. Fauci say vaccine shots may be needed every year https://t.co/pajbd1XoUa",2021-12-05 15:41:51,0
"83","NEW 🚨 Covid infection risk increases gradually post-second Pfizer vaccine shot: Study https://t.co/HG3JLNMlxI",2021-11-28 14:45:39,0
"84","The Health on the Move vaccination van will be at #HighWycombe Cricket Club on Mon, 6 Dec, 10am-4pm offering doses of the Pfizer vaccine. For details, visit https://t.co/zgFYSfS5iW

#GetVaccinated https://t.co/aeUGRBuJ4c",2021-12-03 17:31:19,0
"85","The Health on the Move vaccination van will be at #HighWycombe Cricket Club tomorrow (Mon, 6 Dec), 10am-4pm offering doses of the Pfizer vaccine. For details, visit https://t.co/zgFYSfS5iW https://t.co/X3K8oz9LeN",2021-12-05 15:30:14,0
"86","Do you need more information about the COVID-19 vaccine for children? Join the U.S. Department of Education and NAFSCE for an informational webinar following the approval of the Pfizer vaccine for ages 5-11, on December 9th at 8:00 p.m. #OurCCS

Register: https://t.co/yjvXD16KHi",2021-12-05 15:05:03,0
"87","12- 15 yrs old?  

Get your first dose of the Covid19 vaccine at @centralewg 
 
Pfizer walk-in clinics - 3.30pm to 7.30pm, Thurs 2nd Dec to Sat 4th Dec 2021 https://t.co/qHGYeRmfsw",2021-11-28 14:15:03,0
"88","Get your first, second or booster dose of the Covid-19 vaccine at Valley Park Surgery

12+ Covid-19 and booster vaccination walk-in clinics:
Pfizer Vaccine, 9am to 4pm, Wednesday 8th December and Friday 10 December 
Valley Park Surgery, Croydon CR0 4YD https://t.co/id4QA3KFtf",2021-12-05 15:00:36,0
"89","Pfizer vaccine walk-in clinics at Croydon Health Services
@croydonhealth 
 
Monday 6th to  Friday 10 Dec 
8am to 4pm, Shirley House
Aged 16 and over https://t.co/yRv4XUWY2g",2021-12-05 13:00:28,0
"90","Most people who are eligible for a COVID-19 booster will be offered Pfizer or Moderna vaccines.

This means your booster dose may be different from the vaccines you had for your first and second doses. 

Find out more: https://t.co/U21KoF8odq https://t.co/ufLSoSfATN",2021-11-27 20:00:17,0
"91","Get your Covid19 vaccine and booster 
@centralewg 
12-15 yrs - Pfizer

3.30pm to 7.30pm, Thurs 9th Dec to Sat 11th Dec 2021

16+
10am to 6.30pm, Mon 6th Dec to Wed 8th Dec and Sun 12th Dec 2021
10am to 2.30pm, Thurs 9th Dec to Sat 11th Dec 2021 https://t.co/pcS8zxIwAU",2021-12-05 10:00:26,0
"92","Get your Covid19 vaccine and booster  @centralewg 
 
16 + Oxford AZ and Pfizer walk – in clinics

10am to 6.30pm, Mon 29th Nov to Wed 1st Dec and Sun 5th Dec 2021

10am to 2.30pm, Thurs 2nd Dec to Sat 4th Dec 2021 https://t.co/pB8BXwHjO4",2021-11-28 14:00:08,0
"93","Pfizer vaccine walk-in clinics at @croydonhealth 
 
Monday 29th Nov to Friday 3rd Dec 2021
8am to 4pm, Shirley House
Aged 16 and over https://t.co/ZmzExMOAst",2021-11-28 16:00:09,0
"94","Covid 19 and Booster vaccination, walk-in clinics at Impact House, Croydon. 

16+
Pfizer vaccine,
9.30am to 12.30pm and 2pm to 5pm, Tuesday 30th November and Friday 3rd December 2021
9.30am to 12.30pm, Saturday 4th December 2021

Impact House, Croydon,  CR0 1FE https://t.co/kYGrv9ZCrT",2021-11-29 13:00:12,0
"95","Get your first, second or booster dose of the Covid-19 vaccine at Valley Park Surgery.

12+ Covid-19 and booster vaccination walk-in clinics:
Pfizer Vaccine, 9am to 4pm, Wednesday 1st December and Friday 3rd December 
Valley Park Surgery, Croydon CR0 4YD https://t.co/ZwSX0pRhU5",2021-11-29 11:45:03,0
"96","#Australia's medical regulator, the Therapeutic Goods Administration (@TGAgovau), on Sunday provisionally approved #Pfizer's (@pfizer) coronavirus vaccine for children aged between 5 and 11. https://t.co/mSo9HIjSMU",2021-12-05 08:57:57,0
"97","#Pfizer (@pfizer) has won plaudits for its #COVID19 vaccine delivery programme, but the US multinational faces growing scrutiny over the scale of its profits and the proportion of doses it has delivered to low-income countries, The Guardian reported. https://t.co/brGoItHGdw",2021-12-05 14:24:57,0
"98","🎉Children ages 5-11 are now eligible for the Pfizer COVID-19 vaccine! 🎉
Vaccination is the best way to protect your child from #COVID19. Find a vaccination site near you: https://t.co/DnR5Kup3HD https://t.co/MpbBo41SUB",2021-12-05 14:20:02,0
"99","🎉 Children ages 5-11 are now eligible for the Pfizer COVID-19 vaccine! 🎉 
Vaccination is the best way to protect your child from #COVID19. Find a vaccination site near you: https://t.co/DnR5Kup3HD https://t.co/hEqtO1i4Nr",2021-11-27 13:50:02,0
