"","text","created_at","label"
"22","Check out this #COVID19 Pfizer &amp; Moderna vaccine pop-up walk-in clinic.  💉 

Open to all #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations.

📅 Dec. 7 - 10am-4pm
📍 Newcastle United Church, 84 Mill St. S., Newcastle https://t.co/4LmnGsxwXe",2021-12-03 18:12:04,0
"23","Check out this #COVID19 Pfizer &amp; Moderna vaccine pop-up walk-in clinic.  💉 

Open to all #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations.

📅 Dec. 7 - 10am-4pm
📍 Newcastle United Church, 84 Mill St. S., Newcastle https://t.co/6fItcIEEDV",2021-12-04 18:12:01,0
"24","Revealing the number 1 project on our #MIP2021 Top 50 list: the mRNA #COVID19 vaccine. Learn how collaboration and #innovation fueled @BioNTech_Group, @pfizer and @moderna_tx to deliver their solution to the public in under a year: https://t.co/lf4Vs09Pt7 #projectmanagement https://t.co/2HX3jbuKPq",2021-12-05 18:00:26,0
"25","We have let @AlbertBourla and @sbancel hold the world hostage for a year. @moderna_tx had billions in federal subsidies and government scientists provided much of the fundamental research into its mRNA vaccine (though they will deny it). 4/",2021-12-05 16:56:25,0
"26","If you are age 18 or older, you are currently eligible to receive a booster dose of #COVID19 vaccine if:
▪️ You received the Johnson &amp; Johnson vaccine on or before October 5
▪️ You received a second dose of Moderna or Pfizer on or before June 4

More: https://t.co/lA1N2NTK3A https://t.co/tnQcT6ZDPI",2021-12-05 16:34:00,0
"27","If you are age 18 or older, and you received the Johnson &amp; Johnson vaccine at least two months ago, or it's been six months since your second dose of Moderna or Pfizer, you are now eligible for a booster dose. Learn more at https://t.co/lA1N2NTK3A. https://t.co/m2WguBprAw",2021-12-04 15:15:00,0
"28","If you are age 18 or older, received the one-dose Johnson &amp; Johnson #COVID19 vaccine at least two months ago, or the two-dose Pfizer or Moderna vaccine at least six months ago, you are now eligible for a booster dose. Learn more at https://t.co/lA1N2NC8F0. https://t.co/fgw1i6AMP8",2021-12-03 23:10:00,0
"29","@MONTANAof300 ""While both vaccines are highly effective in offering protection against the virus, the Moderna vaccine is slightly better, the study claims."" https://t.co/wsfirMfiio",2021-12-05 15:47:02,0
"30","Moderna loses latest battle in key vaccine delivery patent fight as federal appeal falls flat
$MRNA
By @ZacharyBrennan
https://t.co/W2AZiRhGas",2021-12-01 16:04:36,0
"31","Omicron clearly dominated the charts @endpts this past week. #1:
'This is not going to be good': Moderna CEO Bancel warns of a 'material drop' in vaccine efficacy as Omicron spreads
https://t.co/YcdzW2XZc0",2021-12-05 15:44:47,0
"32","#2 is from @ZacharyBrennan 
Moderna loses latest battle in key vaccine delivery patent fight as federal appeal falls flat
https://t.co/W2AZiRhGas",2021-12-01 21:10:31,0
"33","Top story today:
'This is not going to be good': Moderna CEO Bancel warns of a 'material drop' in vaccine efficacy as Omicron spreads
https://t.co/YcdzW2XZc0",2021-11-30 20:38:34,0
"34","'This is not going to be good': Moderna CEO Bancel warns of a 'material drop' in vaccine efficacy as Omicron spreads
$MRNA -3.4%
https://t.co/YcdzW2XZc0",2021-11-30 12:17:18,0
"35","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/JUfAaSMlO5",2021-12-03 14:20:23,0
"36","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/kFQRYSJo54",2021-11-28 13:47:04,0
"37","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/FNh4jtDAcu",2021-12-05 14:04:04,0
"38","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/JuQbV19Jqs",2021-11-29 13:59:20,0
"39","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeQ0l2 https://t.co/SentLfev9m",2021-11-30 14:07:42,0
"40","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/wor7dmM6SP",2021-11-27 14:25:23,0
"41","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/kqPglyCTKF",2021-12-02 14:05:47,0
"42","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/06AcsNEsnQ",2021-12-04 14:02:51,0
"43","Get vaccinated! Walk-in today for your first or second dose of a Pfizer or Moderna vaccine at these locations. Ages 12+. Booked appointments required for other eligible groups. For clinic hours, visit:  https://t.co/tbhJPeyptu https://t.co/FT9mxiEDW6",2021-12-01 14:04:41,0
"44","🤔 Is it your turn for a booster?
#COVID19 boosters are now available throughout NYC!
People 18+ who received two doses of the Pfizer or Moderna vaccine 6+ months ago or received the Johnson &amp; Johnson vaccine 2+ months ago are now eligible.
Learn more: https://t.co/CzQBfXdPQo https://t.co/y9Ocye3usX",2021-12-05 14:01:01,0
"45","🤔 Is it your turn for a booster?
#COVID19 boosters are now available throughout NYC!
People 18+ who received two doses of the Pfizer or Moderna vaccine 6+ months ago or received the Johnson &amp; Johnson vaccine 2+ months ago are now eligible.
Learn more: https://t.co/CzQBfXdPQo https://t.co/lkAUoSC6qz",2021-11-28 14:30:02,0
"46","🤔 Is it your turn for a booster?
#COVID19 boosters are now available throughout NYC!
People 18+ who received two doses of the Pfizer or Moderna vaccine 6+ months ago or received the Johnson &amp; Johnson vaccine 2+ months ago are now eligible.
Learn more: https://t.co/CzQBfXdPQo https://t.co/CtGQAsMfrA",2021-12-02 19:18:01,0
"47","Don't forget to go back for your second COVID-19 vaccine dose! If you received the Pfizer or Moderna vaccines, you won't be fully immunized against the virus until two weeks after your second shot. Find a vaccine site here: https://t.co/Q2713X7dw4 https://t.co/lPrUUOvGRK",2021-12-04 17:00:00,0
"48","Remember your second shot! If you received the Pfizer or Moderna COVID-19 vaccine, you won't be fully immunized until two weeks after your second vaccine dose. Visit https://t.co/57glooZN4W for more info. https://t.co/IyybeZmtGL",2021-11-29 15:00:02,0
"49","Don't forget to go back for your second COVID-19 vaccine dose! If you received the Pfizer or Moderna vaccines, you won't be fully immunized against the virus until two weeks after your second shot. Find a vaccine site here: https://t.co/Q2713X7dw4 https://t.co/HSvpY8238m",2021-11-30 13:00:01,0
"50","Don't forget your second shot if you received either the Pfizer or Moderna COVID-19 vaccine! You need your second dose to get the most out of the vaccine.

Find a vaccine site here: https://t.co/Q2713X7dw4 https://t.co/9o3zJw6Mtu",2021-12-01 15:00:03,0
"51","Don't forget your second shot if you received either the Pfizer or Moderna COVID-19 vaccine! You need your second dose to get the most out of the vaccine.

Find a vaccine site here: https://t.co/Q2713X7dw4 https://t.co/7iUBSvVLtS",2021-12-05 14:00:00,0
"52","Don't forget your second shot if you received either the Pfizer or Moderna COVID-19 vaccine! You need your second dose to get the most out of the vaccine.

Find a vaccine site here: https://t.co/Q2713WPC7u https://t.co/doNrD2ZV9F",2021-11-27 19:00:01,0
"53","Remember your second shot! If you received the Pfizer or Moderna COVID-19 vaccine, you won't be fully immunized until two weeks after your second vaccine dose. Visit https://t.co/57glooZN4W for more info. https://t.co/wAEL2jNQ4H",2021-12-03 19:00:00,0
"54","Vaccine makers are preparing for the Omicron storm and are already working on modified boosters targeting the new COVID strain. https://t.co/tP2Q9XKpdb",2021-11-30 19:54:25,0
"55","Vaccine makers are preparing for the worst and are already working on modified boosters targeting the new COVID strain. https://t.co/cue5iaUkX2",2021-12-05 13:13:23,0
"56","Moderna warns of a decrease in their vaccine's efficacy against the new Omicron variant. https://t.co/g0TNKaYI7y https://t.co/4FsjVincuX",2021-12-05 13:05:04,0
"57","'Daily Show' host Trevor Noah blasted for knocking Moderna CEO's vaccine push https://t.co/UT9Acm2va8 https://t.co/djgWPexLNb",2021-12-05 13:01:08,0
"58","'Daily Show' host Trevor Noah blasted for knocking Moderna CEO's vaccine push https://t.co/DrN8oZq4lP https://t.co/3GiZlNSW4k",2021-12-03 15:16:15,0
"59","'Daily Show' host Trevor Noah blasted for knocking Moderna CEO's vaccine push https://t.co/h1zEoo8SZD https://t.co/UAKC1JHHbT",2021-12-04 00:21:02,0
"60","On vaccine effectiveness, @ShereefElnahal ""the MRNA technology thats been used for Pfizer and Moderna can have quick editing and changing the formula to respond to new variants. It does take a few months and some testing time but that is encouraging.""",2021-12-05 12:40:04,0
"61","The Moderna vaccine is available to people aged 18 and over, who had registered their preference for that brand, including those who got their first Moderna shot more than four weeks ago or their first dose of AstraZeneca at least eight weeks before, the CECC said.",2021-12-05 11:53:48,0
"62","Only 23% of those who had not gotten the vaccine said they would be willing to actually get the shot to comply with federal mandates, and 52% said they would be less willing to get it if they were mandated to do so.
https://t.co/l4atsljqiw",2021-11-28 16:03:04,0
"63","The CDC, state and county health departments, and Pfizer recommended the children receive a replacement dose to ensure they are protected against COVID-19.
https://t.co/ipex74bDeU",2021-12-02 22:49:07,0
"64","Pro-Trump red states had a 52% higher average of COVID-19 deaths per capita than blue states, researchers found.
https://t.co/GCviCiwJpG",2021-12-03 04:30:00,0
"65","150 people will win $10,000 scholarships.
https://t.co/bOAFdrhpaf",2021-11-29 16:59:18,0
"66","Survey: 28% of unvaccinated Americans would consider lying about status to keep job

STORY: https://t.co/r8PmkbWmGy https://t.co/7uSeucGoaV",2021-12-05 09:32:00,0
"67","SOUND OFF: Do you think workers who quit their job or are fired for refusing to comply with their employer's vaccine mandate should be eligible for unemployment benefits?
https://t.co/ekYTjb4Tgh",2021-12-02 21:45:00,0
"68","The findings come after the Biden administration's rule -- which has sparked lawsuits from over 10 states -- that companies with 100 or more employees must require workers to either get the vaccine or be tested weekly for COVID-19.
https://t.co/YScZ8ML78A",2021-12-02 22:14:34,0
"69","VACCINATION PROGRAM FOR SEAFARERS

FIRST DOSE
Where: The Villar Tent, Vista Global South, Las Piñas
Dates: 29 November 2021
           01, 02, and 03 December 2021
Time: 8:00 AM to 3:00 PM
Vaccine Brand: Moderna (12,000 doses)

WALK-INS WILL BE ALLOWED. https://t.co/EtWOjj7u7e",2021-11-28 11:35:26,0
"70","VACCINATION PROGRAM FOR SEAFARERS

FIRST DOSE
Where: AMOSUP Sen’ In No Le Building
Date: 01, 02, 03 December 2021
      06, 07, 08, 09, and 10 December 2021
      13, 14, 15, 16, and 17 December 2021
Vaccine Brand: Moderna https://t.co/IuoX6mb0ro",2021-11-28 08:46:32,0
"71","VACCINATION PROGRAM FOR SEAFARERS

FIRST DOSE
Where: Nayong Pilipino, Parañaque City
Date: 29 and 30 November 2021
         01 December 2021
Time: 9:00 AM to 3:00 PM
Vaccine Brand: Moderna (2,000 doses) https://t.co/eObvuE3Pk9",2021-11-28 09:28:13,0
"72","VACCINATION PROGRAM FOR SEAFARERS

FIRST DOSE, SECOND DOSE, BOOSTER
Where: The Villar Tent, Vista Global South, Las Piñas
Dates: 06, 07, 09, and 10 December 2021
Time: 8:00 AM to 3:00 PM
Vaccine Brand: Moderna https://t.co/SKhhGc2B3c",2021-12-05 06:30:34,0
"73","@amywilson the booster put me on my ass worse than either dose of the Moderna vaccine, but I also have the constitution of an extremely niche dog breed",2021-12-05 03:01:53,0
"74","Local teacher credits reaction to first Moderna vaccine for early cancer detection. Tiffany Goodman told 8News if her body hadn't reacted the way it did, there would've been no telling when the cancer would've been found. https://t.co/sLbN71jWrp",2021-12-05 02:28:08,0
"75","Lacy Fehrenbach (Deputy Sec. for COVID-19 Response): State has been approved to receive 70,000 additional doses of Moderna vaccine for next week.",2021-12-05 01:55:46,0
"76","My sister received her first Moderna #COVID19 vaccination in her second trimester. She got the second shot a month later. Her baby was born August 9th with protective neutralizing antibodies. I am so grateful to my sister's OB/GYN for ordering her the vaccine. https://t.co/a2hfEGaWa7",2021-12-05 00:38:52,0
"77","#COVID-19 #Vaccine Update: @CDCgov strengthened booster dose recommendations, stating that everyone age 18+ should get a booster shot either 6 months after initial Pfizer or Moderna series or 2 months after initial J&amp;J vaccine https://t.co/nJiFGOL8Wk #GetVaccinated https://t.co/utjUDH1WT0",2021-11-29 22:00:07,0
"78","In 1st Head-to-Head Comparison, Moderna #COVID-19 #Vaccine Only Slightly More Effective Than Pfizer with #NFID Medical Director William Schaffner, MD https://t.co/jbUthph28o via @Healthline #GetVaccinated https://t.co/OBWEett0zK",2021-12-05 00:30:02,0
"79","@mattyglesias I would have liked a half dose of the moderna vaccine for my booster yeesh",2021-12-05 00:29:50,0
"80","Britain says it will offer all adults a booster dose of vaccines to bolster the nation's immunity. https://t.co/1vVjWEobFd",2021-12-05 00:00:01,0
"81","COVAX delivering 188,000 doses of Moderna vaccine today

Public health experts advise speeding up vaccination drives and providing booster shots to frontline workers, who were immunised 11 months ago, to prepare them for the worst. 

https://t.co/xoOKQV8DBa — by @arjunpoudeltkp",2021-12-03 17:15:00,0
"82","Nepal receives 188,400 doses of Moderna vaccine from COVAX

With this, the number of Covid-19 vaccine doses the country has received crosses 25,000,000.

https://t.co/44tyKEMzKP — by @arjunpoudeltkp",2021-12-04 05:08:10,0
"83","COVAX delivering 188,000 doses of Moderna vaccine today

Public health experts advise speeding up vaccination drives and providing booster shots to frontline workers, who were immunised 11 months ago, to prepare them for the worst. https://t.co/xWgomMkRze — by @arjunpoudeltkp",2021-12-03 03:45:00,0
"84","COVAX delivering 188,000 doses of Moderna vaccine on Friday, children between 12 to 17 likely to get the jabs

https://t.co/xWgomMCsqM — by @arjunpoudeltkp",2021-12-02 12:42:15,0
"85","Nepal receives 188,400 doses of Moderna vaccine from COVAX

With this, the number of Covid-19 vaccine doses the country has received crosses 25,000,000.

https://t.co/1XAZhrP6hc — by @arjunpoudeltkp",2021-12-04 21:45:00,0
"86","I do! Also we could have (and still could going forward) increase global vaccine supply by giving out half-doses of the Moderna vaccine. https://t.co/s1okWJcYA5",2021-12-04 21:10:11,0
"87","Celebrate the season safely.

Adults 18+ can get their Moderna COVID-19 booster at our upcoming pop-up clinic on Thursday, December 9, in Maple Heights. Flu shots will also be available.

Call 216-778-6100 or schedule online: https://t.co/OSC7XUyISY",2021-12-04 20:40:51,0
"88","Add another layer of protection and focus on what matters most: spending time with those you love.

Adults 18+ can get their COVID-19 booster (Moderna) at our upcoming clinic on Dec. 9 in Maple Heights. Flu shots will also be available.

Schedule online: https://t.co/aADaSrS3Xm",2021-12-02 13:29:55,0
"89","All NYC residents over the age of 18 can get a #COVID19vaccine booster 6 months after the Pfizer or Moderna second dose or 2 months after receiving the Johnson &amp; Johnson vaccine. Make an appointment: https://t.co/5SgTO3Fvuz https://t.co/r8bg6R7EW1",2021-12-04 20:00:51,0
"90","All NYC residents over the age of 18 are now eligible for a #COVID19vaccine booster 2 months after receiving the Johnson &amp; Johnson vaccine or 6 months after the Pfizer or Moderna second dose. Make an appointment: https://t.co/5SgTO3Fvuz https://t.co/CiSS5szrb0",2021-12-01 17:02:37,0
"91","All NYC residents over the age of 18 can get a #COVID19vaccine booster two months after receiving the Johnson &amp; Johnson vaccine or six months after the Pfizer or Moderna second dose. Make an appointment: https://t.co/5SgTO3Fvuz https://t.co/a9w8sCQTbg",2021-11-27 20:00:54,0
"92","We’re offering #COVID19vaccine booster shots to New Yorkers 18+ who have received their second dose of the Pfizer or Moderna vaccine at least 6 months ago or one dose of the Johnson &amp; Johnson vaccine at least 2 months ago. Make an appointment: https://t.co/PxGFu4Dqvz https://t.co/hrjQMhgAFI",2021-11-30 16:30:29,0
"93","#COVID19vaccine booster shots are available to New Yorkers 18+ who have received their second dose of the Pfizer or Moderna vaccine at least 6 months ago or one dose of the Johnson &amp; Johnson vaccine at least 2 months ago. Make an appointment: https://t.co/PxGFu4Dqvz https://t.co/d1nhZw9pOv",2021-12-03 16:30:25,0
"94","Any omicron-specific vaccine probably could not begin to be produced for another two or three months, so getting boosters now is a “very important initial line of defense,” said Dr. Paul Burton, chief medical officer for the vaccine-maker Moderna.

https://t.co/6AWF3HSphl",2021-11-29 15:30:07,0
"95","Findings indicated that subjects who received the Moderna vaccine (mRNA-1273) were less likely to experience COVID-19 outcomes than those who received the Pfizer–BioNTech vaccine (BNT162b2) during periods of alpha- or delta-variant dominance.

https://t.co/rQMz6jZ0Gr",2021-12-04 20:00:07,0
"96","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSUiRGD https://t.co/TfWlttc8F4",2021-11-30 15:05:11,0
"97","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/wuahXKfL8y",2021-11-29 16:05:09,0
"98","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/tZeOhoyvfc",2021-11-28 16:45:04,0
"99","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/AJrYNQ8tJc",2021-12-03 18:35:03,0
"100","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/eOfjrtIS5z",2021-11-27 14:45:03,0
"101","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/60hVHMP9PM",2021-12-02 17:05:08,0
"102","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/Htp2ltpb4K",2021-12-01 16:05:07,0
"103","All MA residents aged 18 &amp; over are eligible to get a #Covid19MA booster 6 months after receiving the 2nd dose of the Pfizer or Moderna vaccines or 2 months since receiving a J&amp;J single dose vaccine. Find a pharmacy or other location to get your booster: https://t.co/GB2DSU1gP5 https://t.co/YnAJKascjx",2021-12-04 19:05:04,0
"104","The US National Institutes of Health is engaged in a legal battle with Moderna over who deserves credit for inventing a central component of the vaccine. 

Expert @a_rutschman explains what’s at stake. 

https://t.co/b3ov3RxB0b https://t.co/nhPL5M5u4H",2021-12-04 19:01:37,0
"105","Don't Delay, Get Vaccinated Today!

The DOH Care-A-Van 🚐 is in Wenatchee today at CAFE,  766 S. Mission St. Our vaccine clinic runs from 1PM - 6PM. All 3 vaccines (Pfizer - ages 5+, Moderna and J&amp;J) available. No appointment needed. 
#VaccinateWA https://t.co/xpDv4HUxe2",2021-12-04 18:30:01,0
"106","Get your vaccine or booster this weekend! The DOH Care-A-Van 🚐 will be in Wenatchee on Saturday, Dec. 4 at CAFE, 766 S. Mission St. Our vaccine clinic runs from 1PM - 6PM. All 3 vaccines (Pfizer - ages 5+, Moderna and J&amp;J) available. No appointment needed. #DontHesitateVaccinate https://t.co/tGHlIwxUuY",2021-12-03 20:04:02,0
"107","Great, the UK government is actually reacting quickly!

“In light of new variant” the “government signs contracts to buy a total of 114 million additional Pfizer/BioNTech and Moderna doses for 2022 and 2023”.
https://t.co/BJ1D8b8680",2021-12-04 18:28:11,0
"108","ICYMI: #KPResearch provides reassuring evidence of the high effectiveness of the Moderna COVID-19 vaccine in preventing infection, hospitalization, and death from COVID-19. Katia Bruxvoort, PhD, and Hung Fu Tseng, PhD, w/ @KPSCalResearch discuss the data: https://t.co/vsZJrjIbtn https://t.co/IPKazmWorn",2021-12-04 18:11:05,0
"109","New #KPResearch provides reassuring evidence of the high effectiveness of the Moderna COVID-19 vaccine in preventing infection, hospitalization, and death from COVID-19. Katia Bruxvoort, PhD, and Hung Fu Tseng, PhD, w/ @KPSCalResearch discuss the data: https://t.co/vsZJrjIbtn https://t.co/4Y3IyEQUF6",2021-12-01 22:42:05,0
"110","For protection against COVID-19, the CDC recommends every 18+ year old to receive a booster dose at least 6 months after their Pfizer or Moderna series or at least 2 months after their J&amp;J vaccine.

Learn more at: https://t.co/MD5cKZA0dE

#COVID19 https://t.co/UInhA3c8Yl",2021-12-04 18:00:40,0
"111","Coloradans ages 18+ should get a COVID-19 vaccine booster dose 6 months after receiving either the Pfizer or Moderna vaccine &amp; 2 months after receiving the J&amp;J vaccine. A booster dose can help give you extra protection from COVID-19. For more info, visit: https://t.co/o12NRg2WiI https://t.co/T2pqkiv4He",2021-12-04 18:00:00,0
"112","Which vaccine is more effective, Moderna or Pfizer? https://t.co/v87sjXi7bX",2021-12-04 17:00:12,0
"113","As omicron shows, racing to be overprepared—even without comprehensive data—could become the Covid new normal https://t.co/a9AY88dPx7 via @BW @CynthiaLKoons @RobertLangreth @emmarcourt",2021-12-04 16:05:11,0
"114","#COVID19 VACCINE: Dr. #AnthonyFauci said Friday that President #JoeBiden’s administration is in talks with #Moderna, Johnson &amp; Johnson and #Pfizer about plans that have multiple contingencies. https://t.co/atNDx4G0Qr",2021-12-04 15:10:41,0
"115","A COVID-19 additional dose is for moderately and severely immunocompromised people who may not have mounted an adequate immune response to their initial Pfizer or Moderna vaccine two-dose series. 

▶️ Learn more at https://t.co/0bZxrOTnDa. https://t.co/3dU4cR5CVm",2021-12-04 15:00:17,0
"116","Moderna Covid Vaccine Highly Effective 5 Months After Second Dose: Study
https://t.co/78mnPTnjQ3",2021-12-02 19:00:00,0
"117","Bala Subramanian is 65 years old, has comorbidities &amp; took two shots of Moderna vaccine in the US. He asks if he can take a booster shot of either Covaxin or Covishield. 

@drkucheria Physician &amp; Founder DocGenie Telemedicine answers!

Join the broadcast with @SiddiquiMaha https://t.co/f36hGLYO8i",2021-12-04 13:45:34,0
"118","If even Moderna admits it can’t produce enough vaccine doses fast enough, will the EU finally accept that its current policy of DELIBERATELY BLOCKING wider vaccine production globally is a deadly failure? 

Or does the EU just think this graphic is a valid business model now? https://t.co/hutejSyhbO",2021-11-30 09:04:40,0
"119","At least someone’s enjoying the global pandemic &amp; #Omicron… 

Thanks Merkel! 
Thanks @BorisJohnson! 
Thanks @vonderleyen! 

They couldn’t have done it without you protecting their monopolies &amp; blocking wider vaccine production globally… 

https://t.co/SvEFiFIo3j https://t.co/v6neWvE3zU",2021-12-04 13:26:09,0
"120","Question for Twitter: does it matter that my booster will be Moderna when my original two shots were Pfizer? I don’t mean from an efficacy point of view - that’s fine, I think - but on the Belgian &amp; EU vaccine pass: does a booster of a different type still count as a “3rd” shot?",2021-11-30 10:18:47,0
